Site,Longitude,Latitude,Total Data Traffic(DL+UL): MB, DL PDCP Throughput (Mbps),Area Code,Area LTE Traffic  %,Area  DL PDCP Throughput (Mbps),Category,Site Name,REGION,UNION,THANA,Area Name
MYSDR38,90.3916096,24.7488705,11066.7,15.1,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Akua dakkhin para,MYMENSINGH,AKUA,MYMENSINGH SADAR,MYMENSINGH
MYSDR39,90.3972196,24.7450805,7156.8,12.5,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Co'r office road,MYMENSINGH,AKUA,MYMENSINGH SADAR,MYMENSINGH
MYSDR40,90.3049296,24.8012005,804.5,3.9,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Begunbari_airtel,MYMENSINGH,KUSHTIA,MYMENSINGH SADAR,MYMENSINGH
MYSDR41,90.3730796,24.6854105,1579.1,4.0,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Parail,MYMENSINGH,GHAGRA,MYMENSINGH SADAR,MYMENSINGH
MYSDR43,90.4739696,24.7299805,1383.0,3.9,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Char Nilaxmia,MYMENSINGH,CHAR NILAKSHMIA,MYMENSINGH SADAR,MYMENSINGH
MYSDR44,90.4466896,24.7074305,3225.0,16.4,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Beltoli road,MYMENSINGH,BAIRA (KEWATKHALI),MYMENSINGH SADAR,MYMENSINGH
MYSDR45,90.2240996,24.8466805,3452.3,19.0,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Moshiur Nagar Bazar,MYMENSINGH,ASHTADHAR,MYMENSINGH SADAR,MYMENSINGH
MYSDR49,90.38396,24.75761,8671.2,16.0,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Mirbari Road_Gohailkandi,MYMENSINGH,WARD NO-04,MYMENSINGH SADAR,MYMENSINGH
MYSDR50,90.39263,24.75515,4640.2,13.7,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,S.A. Sarkar Road,MYMENSINGH,AKUA,MYMENSINGH SADAR,MYMENSINGH
MYSDR51,90.40094,24.75871,6875.8,13.8,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,"Nahar Road, Mymensing",MYMENSINGH,WARD NO-10,MYMENSINGH SADAR,MYMENSINGH
MYSDR52,90.3956,24.8152,755.1,2.8,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Chor Kharicha_Sirta,MYMENSINGH,SIRTA,MYMENSINGH SADAR,MYMENSINGH
MYSDR53,90.33214,24.78028,1977.9,3.7,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Maizbari_Khagdahar,MYMENSINGH,KHAGDAHAR,MYMENSINGH SADAR,MYMENSINGH
MYSDR54,90.453,24.76643,2482.7,5.0,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Shambhuganj Bokultala,MYMENSINGH,CHAR NILAKSHMIA,MYMENSINGH SADAR,MYMENSINGH
MYSDR55,90.41264,24.69711,5333.5,17.7,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Shikarikanda_Alitala,MYMENSINGH,WARD NO-21,MYMENSINGH SADAR,MYMENSINGH
MYSDR56,90.36025,24.72268,2832.2,5.2,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Uzan Ghagra_Dapunia,MYMENSINGH,GHAGRA,MYMENSINGH SADAR,MYMENSINGH
MYSDR57,90.3588,24.755,5164.0,14.4,MYSDR,0.93,12.53,High LTE traffic.Throughput>10 Mbps ,Uttardaponia_Dapunia,MYMENSINGH,DAPUNIA,MYMENSINGH SADAR,MYMENSINGH
DHBDD01,90.4251596,23.77733051,4988.1,10.5,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,BADDA2,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD02,90.42089131,23.81659955,9796.3,13.7,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,KURIL,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD06,90.43163534,23.77709771,7215.9,10.1,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,East Badda,DHAKA METRO,BADDA,BADDA,GULSHAN
DHBDD07,90.4281672,23.77240935,4006.0,11.3,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,MERUL BADDA,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD08,90.4233036,23.78332251,5021.2,13.0,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,North Badda,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD09,90.4239196,23.82371751,11655.7,11.1,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Kuratuli,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD10,90.43200037,23.80346157,6599.3,11.5,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Soulmoid,DHAKA METRO,BHATARA,BADDA,GULSHAN
DHBDD11,90.4155856,23.8090725,4610.1,12.7,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Kalachanpur,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD12,90.41883049,23.81216014,4257.3,12.3,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Sharkarbari,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD13,90.42180459,23.80905351,15354.7,12.7,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Nadda,DHAKA METRO,BHATARA,BADDA,GULSHAN
DHBDD14,90.4298856,23.79574451,12523.8,11.9,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,NURERCHALA,DHAKA METRO,BHATARA,BADDA,GULSHAN
DHBDD15,90.4332506,23.77273751,5048.8,9.8,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Sonakatra,DHAKA METRO,BADDA,BADDA,GULSHAN
DHBDD19,90.4222246,23.77388051,7434.3,10.8,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,South_Badda,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD20,90.4285396,23.78339051,4271.2,13.6,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Moinerbag,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD21,90.42902359,23.81115651,4546.9,12.5,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Bashundhara_Block_A,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD22,90.4263046,23.81413751,2770.6,11.5,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Bashundhara_Block_B,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD24,90.43091559,23.81374251,4845.0,12.4,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Bashundhara_Block_D,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD25,90.42427759,23.81183351,11139.4,11.7,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Bashundhara_Road,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD29,90.42547959,23.7802195,5506.5,10.0,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,BADDA_LINK_ROAD,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD30,90.4297646,23.78026451,1414.5,15.8,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,"Adarsha Nagar,Badda",DHAKA METRO,BADDA,BADDA,GULSHAN
DHBDD31,90.4157496,23.81366751,2282.6,12.7,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Lichubagan Rd,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD34,90.4184436,23.80886151,7148.9,13.4,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Kalachandpur 2,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD36,90.4327776,23.82400051,2884.9,13.0,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Basundhara BLK G,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD42,90.4255996,23.78270051,435.9,8.3,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,DCS_Holland Market_IBS,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD44,90.4239006,23.81367751,1863.8,8.7,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Jamuna Future Park_IBS,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD52,90.4231596,23.78169051,5674.8,13.0,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,North Badda3,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD56,90.42391,23.770788,6238.0,10.9,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,MERUL_BUS,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD57,90.4219,23.7766,1546.9,13.1,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,South_Badda2,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD59,90.429744,23.786835,6493.2,11.4,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Badda3,DHAKA METRO,BHATARA,BADDA,GULSHAN
DHBDD60,90.4228296,23.77948051,5836.4,11.2,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Hafiza Complex,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD61,90.428919,23.774924,2641.8,10.3,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,DIT RD5,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD63,90.4295,23.8156,1184.6,8.6,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Bishtee Nirupama,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD68,90.4249,23.8174,7712.9,13.9,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Jharnadhara,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD70,90.4181896,23.81497051,472.1,0.0,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Shimulbari RD,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD71,90.4369,23.82078,5105.8,14.1,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Anvir RD,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD75,90.426642,23.796901,10924.3,12.2,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Bhatara3,DHAKA METRO,BHATARA,BADDA,GULSHAN
DHBDD76,90.4350996,23.80863051,13836.4,11.8,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Solmayet_Reloc,DHAKA METRO,BHATARA,BADDA,GULSHAN
DHBDD78,90.4179996,23.81890051,11199.9,13.4,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Joarshahara_Reloc,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDD79,90.431146,23.810149,2199.6,12.3,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Apollo Hospital_IBS_U,DHAKA METRO,BHATARA,BADDA,GULSHAN
DHBDD84,90.41895,23.77218,6023.1,11.1,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Hatirjheel_S. Badda,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDD87,90.41697222,23.81644444,5956.1,13.7,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Joar Shahara 2_Reloc,DHAKA METRO,WARD NO-98 (REST. AREA),BADDA,GULSHAN
DHBDD91,90.43053,23.77514,2036.8,12.4,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,"DIT Project, Badda",DHAKA METRO,BADDA,BADDA,GULSHAN
DHBDD98,90.42774,23.78154,5808.8,11.6,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Arju Goli_Middle Badda,DHAKA METRO,BADDA,BADDA,GULSHAN
DHBDDA1,90.423,23.78508,2509.5,8.9,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Uttar Badda,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDDA2,90.42791,23.77693,6550.6,13.3,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Badda post office road,DHAKA METRO,BADDA,BADDA,GULSHAN
DHBDDA5,90.42454,23.78729,5386.3,12.0,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Gopi para,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDDA6,90.4318,23.79,9594.6,10.3,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,ABDULLHABAG Rd 2,DHAKA METRO,BADDA,BADDA,GULSHAN
DHBDDB1,90.42657,23.7912,6197.5,12.9,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,"Hazi Fazlul Rahman Road, Sajahadpur",DHAKA METRO,BHATARA,BADDA,GULSHAN
DHBDDB3,90.42136,23.81518,7000.4,12.5,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Shaheed Suhra Wardi Avenue,DHAKA METRO,WARD NO-17 (PART),BADDA,GULSHAN
DHBDDB6,90.42345,23.7758,3547.8,12.4,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,South Badda_Ward-21,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDDB8,90.43368,23.77864,5289.7,13.9,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,Tekpara_Badda,DHAKA METRO,BADDA,BADDA,GULSHAN
DHBDDC5,90.4247,23.7831,2288.6,12.4,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,North Badda 4,DHAKA METRO,WARD NO-21,BADDA,GULSHAN
DHBDDD6,90.4377,23.8145,755.9,7.6,DHBDD,0.91,11.87,High LTE traffic.Throughput>10 Mbps ,R B Group(Walton) Head Office_IBS,DHAKA METRO,NA,BADDA,0
NOBGM01,91.10428679,22.95277079,12342.1,7.6,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Mirwarishpur,NOAKHALI,MIR WARISHPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM02,91.12822467,22.94563171,15947.3,6.4,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Chawmuhony,NOAKHALI,HAJIPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM03,91.00612025,22.9488868,12960.1,6.4,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Chandraganj,NOAKHALI,ALYERAPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM04,91.10335792,22.92877831,15022.5,8.4,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Alipur_New,NOAKHALI,BEGUMGANJ,BEGUMGANJ,NOAKHALI METRO
NOBGM06,91.04820959,22.94371053,7485.8,8.3,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Kalikapur_Reloc,NOAKHALI,JIRTALI,BEGUMGANJ,NOAKHALI METRO
NOBGM08,91.0981769,22.90077348,12110.8,7.6,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Onantopur,NOAKHALI,EKLASHPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM13,91.12306395,22.95363495,12480.9,7.4,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Ganipur,NOAKHALI,CHAUMOHANI PAURASHAVA,BEGUMGANJ,NOAKHALI METRO
NOBGM14,91.05826194,22.97352583,12143.0,6.4,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Debgala,NOAKHALI,GOPALPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM15,91.08537075,22.94447085,5961.5,6.8,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Amanatpur,NOAKHALI,BEGUMGANJ,BEGUMGANJ,NOAKHALI METRO
NOBGM17,91.16977867,22.92679952,7286.8,8.6,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Latifpur2,NOAKHALI,RASULPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM18,91.15503071,22.94755272,9493.5,7.9,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Laxmi_Narayanpur,NOAKHALI,DURGAPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM22,91.13087259,22.91415353,8021.8,7.2,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Sharifpur,NOAKHALI,SHARIFPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM23,91.12265059,22.94109453,9664.4,7.0,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Chowmuhany 2,NOAKHALI,HAJIPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM26,91.10454259,22.94440052,9381.0,8.1,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Begumganj Chowrasta,NOAKHALI,CHAUMOHANI PAURASHAVA,BEGUMGANJ,NOAKHALI METRO
NOBGM27,91.10034859,22.97214952,6296.5,8.4,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Khejurtala,NOAKHALI,NAROTTAMPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM33,91.12424959,22.97000052,12510.5,6.8,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Pandit Bazar,NOAKHALI,NAROTTAMPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM35,91.13868015,22.94691719,13357.5,6.8,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Chowmuhani 4,NOAKHALI,HAJIPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM38,91.0705,22.933194,8084.9,6.5,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Mohabbatpur2,NOAKHALI,BEGUMGANJ,BEGUMGANJ,NOAKHALI METRO
NOBGM40,91.12191626,22.94569496,4946.0,10.1,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,IBS_Hossain_Market,NOAKHALI,HAJIPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM47,91.12411626,22.94847275,19434.6,7.4,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Chowmuhani3,NOAKHALI,HAJIPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM48,91.11336069,22.94508052,18502.6,7.2,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Chowmohoni5,NOAKHALI,CHAUMOHANI PAURASHAVA,BEGUMGANJ,NOAKHALI METRO
NOBGM53,91.1306,22.9299,7197.0,7.0,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Arif Hazir Pool,NOAKHALI,HAJIPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM55,91.18628959,22.95143053,2906.8,7.5,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Jamidarhat2,NOAKHALI,RASULPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM63,91.12815,22.94918,5729.8,7.2,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Chowmohoni6,NOAKHALI,HAJIPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM70,91.098652,22.961753,8145.0,6.3,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Mirwarishpur2,NOAKHALI,MIR WARISHPUR,BEGUMGANJ,NOAKHALI METRO
NOBGM71,91.08559,22.918424,4171.2,7.3,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Mujahidpur,NOAKHALI,BEGUMGANJ,BEGUMGANJ,NOAKHALI METRO
NOBGM75,91.097799,22.946699,7974.6,7.7,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Nazirpur_Airtel,NOAKHALI,CHAUMOHANI PAURASHAVA,BEGUMGANJ,NOAKHALI METRO
NOBGM80,91.097319,22.889295,11942.0,7.0,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,TV Gate_Reloc,NOAKHALI,KADIR HANIF,NOAKHALI SADAR (SUDHARAM),NOAKHALI OUTER
NOBGM95,91.077,22.9422,9446.2,6.8,NOBGM,0.89,7.30,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Mohabbatpur3,NOAKHALI,BEGUMGANJ,BEGUMGANJ,NOAKHALI METRO
NGSDR01,90.5006371,23.62142965,21531.4,10.9,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,Bangabandhu,DHAKA SOUTH,NARAYANGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR03,90.50329959,23.61240051,13877.1,12.0,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,Noyamati_Reloc,DHAKA SOUTH,NARAYANGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR05,90.50400059,23.61660006,1832.1,0.0,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,Folpotty,DHAKA SOUTH,NARAYANGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR11,90.49158168,23.60154084,9101.8,12.7,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,KASHIPUR,DHAKA SOUTH,KASHIPUR,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR12,90.49489095,23.60987209,20857.3,13.0,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,BABURAIL,DHAKA SOUTH,NARAYANGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR15,90.49624829,23.62348932,10119.3,12.5,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,New Chashara,DHAKA SOUTH,NARAYANGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR16,90.49475135,23.63317832,11003.4,12.4,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,North_Chashara,DHAKA SOUTH,FATULLAH(PART),NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR17,90.48121764,23.64104748,7322.7,12.5,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,Lalpur__Nganj,DHAKA SOUTH,FATULLAH(PART),NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR18,90.49199516,23.64826318,16319.8,12.9,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,Lamapara,DHAKA SOUTH,KUTUBPUR,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR20,90.48480677,23.62959624,15938.1,14.2,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,North_Masdair,DHAKA SOUTH,ENAYETNAGAR,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR21,90.51344351,23.68615233,16149.3,10.7,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,MIJMIJI PURBOPAR,DHAKA SOUTH,SIDDIRGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR22,90.51402025,23.64682129,17723.1,9.3,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,Parity_Fashion,DHAKA SOUTH,SIDDIRGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR23,90.49516265,23.61568091,11273.4,12.4,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,WEST DEBHOG,DHAKA SOUTH,KASHIPUR,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR30,90.4998996,23.61348051,10090.4,11.1,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,B B Road_Reloc,DHAKA SOUTH,NARAYANGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR35,90.51921673,23.66590617,17927.7,15.2,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,GODENAIL SO,DHAKA SOUTH,SIDDIRGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR42,90.50329,23.64159,17313.3,12.1,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,KAYEMPUR,DHAKA SOUTH,SIDDIRGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR44,90.48344444,23.60977778,18263.2,12.9,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,DEWANBARI,DHAKA SOUTH,KASHIPUR,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR48,90.503639,23.608972,13193.2,12.3,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,VICTORIA HOSPITAL,DHAKA SOUTH,NARAYANGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR50,90.504139,23.619611,12547.6,10.7,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,KALIRBAZAR_NGANJ,DHAKA SOUTH,NARAYANGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR53,90.51222222,23.65661111,16845.3,6.5,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,GODENAIL2,DHAKA SOUTH,SIDDIRGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR54,90.50736071,23.63516718,9426.6,11.0,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,Haziganj_N.ganj,DHAKA SOUTH,FATULLAH(PART),NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR55,90.4886107,23.6143894,13853.2,13.7,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,Deobogh2,DHAKA SOUTH,KASHIPUR,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR58,90.49613848,23.6247783,666.6,11.5,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,DCS_Micro_Narayanganj CC,DHAKA SOUTH,NARAYANGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR63,90.50289959,23.61380051,510.5,10.3,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,DCS_Rashu Market_IBS,DHAKA SOUTH,NARAYANGANJ PAURASHAVA,NARAYANGANJ SADAR,NARAYANGANJ METRO
NGSDR67,90.49344,23.637776,4740.3,12.4,NGSDR,0.86,11.97,High LTE traffic.Throughput>10 Mbps ,FATULLAH,DHAKA SOUTH,FATULLAH(PART),NARAYANGANJ SADAR,NARAYANGANJ METRO
