Site,Longitude,Latitude,Total Data Traffic(DL+UL): MB, DL PDCP Throughput (Mbps),Area Code,Area LTE Traffic  %,Area  DL PDCP Throughput (Mbps),Category,Site Name,REGION,UNION,THANA,Area Name
DHSBG11,90.40183293,23.7275793,8924.0,10.0,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,Applied_Physics,DHAKA METRO,WARD NO-56 (PART),SHAHBAGH,RAMNA
DHSBG13,90.3964996,23.7321675,2797.9,8.6,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,"TSC, DU",DHAKA METRO,WARD NO-56 (PART),SHAHBAGH,RAMNA
DHSBG14,90.40822182,23.73422273,2116.5,11.5,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,Segun bagicha-2,DHAKA METRO,WARD NO-56 (PART),SHAHBAGH,RAMNA
DHSBG24,90.3941996,23.73900051,5097.1,9.5,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,DCS_BSMMU_IBS,DHAKA METRO,WARD NO-57 (PART),SHAHBAGH,RAMNA
DHSBG25,90.409302,23.728957,141.6,5.1,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,DCS_Secretariat Building_IBS,DHAKA METRO,WARD NO-56 (PART),SHAHBAGH,RAMNA
DHSBG29,90.39217959,23.74220051,847.7,8.1,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,DCS_Motalib Plaza_IBS,DHAKA METRO,WARD NO-57 (PART),SHAHBAGH,RAMNA
DHSBG35,90.4097796,23.73260051,4213.9,10.4,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,Al Tariq Tower,DHAKA METRO,WARD NO-56 (PART),SHAHBAGH,RAMNA
DHSBG36,90.3926286,23.72587751,4973.9,9.6,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,BUET,DHAKA METRO,WARD NO-56 (PART),SHAHBAGH,RAMNA
DHSBG57,90.39239,23.72925,3170.3,11.9,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,Dhaka Univeristy Jagannath Hall,DHAKA METRO,WARD NO-56 (PART),SHAHBAGH,RAMNA
DHSBG58,90.3928,23.73767,2874.8,7.9,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,Dhaka Univeristy Sheikh Mojibur Rahman Hall,DHAKA METRO,WARD NO-56 (PART),SHAHBAGH,RAMNA
DHSBG59,90.3948,23.74302,4367.1,9.1,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,Shonir Akhra,DHAKA METRO,WARD NO-57,SHAHBAGH,RAMNA
DHSBG61,90.38781,23.7335,3999.3,9.5,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,Nilkhet Market,DHAKA METRO,WARD NO-57,SHAHBAGH,RAMNA
DHSBG65,90.40163,23.73393,5190.1,10.3,DHSBG,0.37,10.24,High LTE traffic.Throughput>10 Mbps ,"IEB, Ramna_BL",DHAKA METRO,WARD NO-56(PART),SHAHBAGH,RAMNA
SNSDR02,91.3898572,25.04994782,11060.0,5.1,SNSDR,0.36,,High LTE traffic.Throughput<5 Mbps,Sunamganj_Bus_stand,SYLHET,LAKSHMANSREE,SUNAMGANJ SADAR,SUNAMGANJ
SNSDR03,91.40882677,25.06994355,11862.0,3.5,SNSDR,0.36,,High LTE traffic.Throughput<5 Mbps,Sunamganj_2,SYLHET,SUNAMGANJ PAURASHAVA,SUNAMGANJ SADAR,SUNAMGANJ
SNSDR11,91.4256936,25.13213951,4080.1,3.8,SNSDR,0.36,,High LTE traffic.Throughput<5 Mbps,Mangalkata_GP,SYLHET,SURMA,SUNAMGANJ SADAR,SUNAMGANJ
SNSDR13,91.3888996,25.0673005,7215.8,3.3,SNSDR,0.36,,High LTE traffic.Throughput<5 Mbps,Tegharia_Airtel,SYLHET,LAKSHMANSREE,SUNAMGANJ SADAR,SUNAMGANJ
SNSDR20,91.3834596,25.02254051,4484.7,4.1,SNSDR,0.36,,High LTE traffic.Throughput<5 Mbps,Baroghar,SYLHET,LAKSHMANSREE,SUNAMGANJ SADAR,SUNAMGANJ
SNSDR22,91.3991996,25.0640505,10198.8,4.3,SNSDR,0.36,,High LTE traffic.Throughput<5 Mbps,Natunpara_Sunamganj,SYLHET,LAKSHMANSREE,SUNAMGANJ SADAR,SUNAMGANJ
SNSDR25,91.3949096,25.07201051,7392.2,3.9,SNSDR,0.36,,High LTE traffic.Throughput<5 Mbps,Arpin Nagar Rd,SYLHET,LAKSHMANSREE,SUNAMGANJ SADAR,SUNAMGANJ
SNSDR26,91.4087,25.0659,5596.9,3.0,SNSDR,0.36,,High LTE traffic.Throughput<5 Mbps,College Road_Hasan Nagar,SYLHET,WARD NO-03,SUNAMGANJ SADAR,SUNAMGANJ
SNSDR27,91.3945,25.0688,13393.3,13.3,SNSDR,0.36,,High LTE traffic.Throughput<5 Mbps,Dakshin Arpinnagar,SYLHET,WARD NO-06,SUNAMGANJ SADAR,SUNAMGANJ
SNSDR28,91.4225,25.0895,984.5,3.6,SNSDR,0.36,,High LTE traffic.Throughput<5 Mbps,Aftabnagar_GP,SYLHET,AFTABNAGAR,SUNAMGANJ SADAR,SUNAMGANJ
DHAPT01,90.41213959,23.85213051,24007.1,11.6,DHAPT,0.35,11.88,High LTE traffic.Throughput>10 Mbps ,Ashkona,DHAKA NORTH,DAKSHINKHAN (PART),BIMAN BANDAR THANA,UTTARA
DHAPT02,90.40408625,23.85355187,8637.1,9.9,DHAPT,0.35,11.88,High LTE traffic.Throughput>10 Mbps ,CATC,DHAKA NORTH,WARD NO-98 (REST. AREA),BIMAN BANDAR THANA,UTTARA
DHAPT03,90.41814159,23.85144151,9575.5,13.7,DHAPT,0.35,11.88,High LTE traffic.Throughput>10 Mbps ,Ashkona 2,DHAKA NORTH,DAKSHINKHAN (PART),BIMAN BANDAR THANA,UTTARA
DHAPT04,90.41466499,23.85554405,8088.7,12.6,DHAPT,0.35,11.88,High LTE traffic.Throughput>10 Mbps ,Ashkona 3,DHAKA NORTH,DAKSHINKHAN (PART),BIMAN BANDAR THANA,UTTARA
DHAPT06,90.42100341,23.84568496,3068.1,12.3,DHAPT,0.35,11.88,High LTE traffic.Throughput>10 Mbps ,KAOLA,DHAKA NORTH,DAKSHINKHAN (PART),BIMAN BANDAR THANA,UTTARA
DHAPT08,90.4094396,23.85582051,9482.2,12.3,DHAPT,0.35,11.88,High LTE traffic.Throughput>10 Mbps ,HAZI CAMP,DHAKA NORTH,DAKSHINKHAN (PART),BIMAN BANDAR THANA,UTTARA
DHAPT16,90.4142996,23.84230051,1390.1,9.7,DHAPT,0.35,11.88,High LTE traffic.Throughput>10 Mbps ,Bengal Centre,DHAKA NORTH,WARD NO-98 (REST. AREA),BIMAN BANDAR THANA,UTTARA
DHAPT17,90.417683,23.855513,8348.2,11.7,DHAPT,0.35,11.88,High LTE traffic.Throughput>10 Mbps ,DASHKIN GAWAIR,DHAKA NORTH,DAKSHINKHAN (PART),BIMAN BANDAR THANA,UTTARA
DHAPT18,90.4078996,23.85899051,11063.1,12.6,DHAPT,0.35,11.88,High LTE traffic.Throughput>10 Mbps ,SHAHID LATIF RD _2,DHAKA NORTH,DAKSHINKHAN (PART),BIMAN BANDAR THANA,UTTARA
DHAPT24,90.40001,23.8604,1698.3,7.6,DHAPT,0.35,11.88,High LTE traffic.Throughput>10 Mbps ,Dhaka Square_IBS,DHAKA NORTH,WARD NO-01 (PART),BIMAN BANDAR THANA,UTTARA
DHAPT26,90.42103,23.85204,10266.5,11.5,DHAPT,0.35,11.88,High LTE traffic.Throughput>10 Mbps ,East Askona,DHAKA NORTH,DAKSHINKHAN(PART),BIMAN BANDAR THANA,UTTARA
RSRJP02,88.57425137,24.37479188,13226.5,11.0,RSRJP,0.35,13.22,High LTE traffic.Throughput>10 Mbps ,West Laxmipur,RAJSHAHI,WARD NO-06,RAJPARA,RAJSHAHI METRO
RSRJP03,88.59305433,24.38767058,10826.3,12.9,RSRJP,0.35,13.22,High LTE traffic.Throughput>10 Mbps ,Rajpara,RAJSHAHI,WARD NO-14 (PART),RAJPARA,RAJSHAHI METRO
RSRJP04,88.58275212,24.38053729,9644.1,11.5,RSRJP,0.35,13.22,High LTE traffic.Throughput>10 Mbps ,Bohorompur,RAJSHAHI,WARD NO-03,RAJPARA,RAJSHAHI METRO
RSRJP05,88.54588889,24.38238889,6799.0,16.2,RSRJP,0.35,13.22,High LTE traffic.Throughput>10 Mbps ,Kasiadanga,RAJSHAHI,WARD NO-01,RAJPARA,RAJSHAHI METRO
RSRJP07,88.5523496,24.32093048,5898.5,19.0,RSRJP,0.35,13.22,High LTE traffic.Throughput>10 Mbps ,Char Majardia_Haripur,RAJSHAHI,HARIPUR,RAJPARA,RAJSHAHI METRO
RSRJP08,88.56194,24.37785,13169.5,13.8,RSRJP,0.35,13.22,High LTE traffic.Throughput>10 Mbps ,Court Station Morh_Reloc,RAJSHAHI,WARD NO-01,RAJPARA,RAJSHAHI METRO
RSRJP13,88.5654,24.383,10716.5,13.6,RSRJP,0.35,13.22,High LTE traffic.Throughput>10 Mbps ,Horogram_Notunpara,RAJSHAHI,WARD NO-02,RAJPARA,RAJSHAHI METRO
RSRJP15,88.5795,24.37358,12267.6,10.4,RSRJP,0.35,13.22,High LTE traffic.Throughput>10 Mbps ,Mostafa Mansion,RAJSHAHI,WARD NO-06,RAJPARA,RAJSHAHI METRO
RSRJP16,88.5603,24.3742,5268.9,12.1,RSRJP,0.35,13.22,High LTE traffic.Throughput>10 Mbps ,Horgram_Nabinagar,RAJSHAHI,WARD NO-01,RAJPARA,RAJSHAHI METRO
SYKNG01,92.26054849,25.00624625,15994.4,4.6,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Kanairghat,SYLHET,KANAIGHAT PAURASHAVA,KANAIGHAT,SYLHET OUTER
SYKNG02,92.15708019,24.95002331,6619.7,4.1,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Gachbari,SYLHET,DAKSHIN BANIGRAM,KANAIGHAT,SYLHET OUTER
SYKNG03,92.17555584,25.05236338,7528.6,4.2,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Chatul_bazar__Kanaighat,SYLHET,BARA CHATUL,KANAIGHAT,SYLHET OUTER
SYKNG04,92.34368963,24.99119183,5413.4,4.0,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Saraker_Bazar,SYLHET,PURBA DIGHIRPAR,KANAIGHAT,SYLHET OUTER
SYKNG05,92.08833293,24.90738941,4082.5,3.2,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Talbari_32mLand,SYLHET,RAJAGANJ,KANAIGHAT,SYLHET OUTER
SYKNG06,92.1280256,24.92197251,6817.5,3.5,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Shohurulla Bazar_32mLand,SYLHET,JHINGRABARI,KANAIGHAT,SYLHET OUTER
SYKNG07,92.06605515,24.90394495,5227.5,3.8,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Rajaganjbz_GP,SYLHET,RAJAGANJ,KANAIGHAT,SYLHET OUTER
SYKNG08,92.22241627,24.97086162,7095.9,4.7,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Bordesh Bazar 32m,SYLHET,KANAIGHAT,KANAIGHAT,SYLHET OUTER
SYKNG10,92.25832959,25.06319451,1417.8,3.2,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Suraighat_GP,SYLHET,PASCHIM LAKSHMIP RASAD,KANAIGHAT,SYLHET OUTER
SYKNG11,92.32329959,25.04830052,7119.6,5.4,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Mulagul Bazar_32mLand,SYLHET,PURBA LAKSHMI PRASAD,KANAIGHAT,SYLHET OUTER
SYKNG12,92.2959396,24.98638051,2663.8,3.1,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Julai,SYLHET,PASCHIM DIGHIRPAR,KANAIGHAT,SYLHET OUTER
SYKNG13,92.3125196,25.00392051,5513.6,3.5,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Andor Mukh,SYLHET,PURBA LAKSHMI PRASAD,KANAIGHAT,SYLHET OUTER
SYKNG14,92.29650959,25.02729052,2203.6,2.5,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Chari Para,SYLHET,PASCHIM DIGHIRPAR,KANAIGHAT,SYLHET OUTER
SYKNG15,92.3639396,25.00995052,4755.6,4.4,SYKNG,0.35,,High LTE traffic.Throughput<5 Mbps,Mamtaj Ganj Bazar,SYLHET,PURBA DIGHIRPAR,KANAIGHAT,SYLHET OUTER
MBJRI01,92.11555874,24.5915176,16450.2,3.6,MBJRI,0.33,,High LTE traffic.Throughput<5 Mbps,Juri,SYLHET,PASCHIM JURI,JURI,MAULVIBAZAR
MBJRI02,92.16138433,24.63918359,19704.3,4.4,MBJRI,0.33,,High LTE traffic.Throughput<5 Mbps,Dakwinbhag,SYLHET,DAKSHIN DAKSHINBHAGH,JURI,MAULVIBAZAR
MBJRI03,92.14144403,24.65500052,15328.2,3.8,MBJRI,0.33,,High LTE traffic.Throughput<5 Mbps,Ajimganj,SYLHET,SUJANAGAR,JURI,MAULVIBAZAR
MBJRI06,92.15252737,24.45108384,4598.2,3.8,MBJRI,0.33,,High LTE traffic.Throughput<5 Mbps,Fultala Bazar_GP,SYLHET,FULTALA,JURI,MAULVIBAZAR
MBJRI07,92.07511071,24.56830608,8058.9,3.7,MBJRI,0.33,,High LTE traffic.Throughput<5 Mbps,Bhuibz_GP,SYLHET,JAIFARNAGAR,JURI,MAULVIBAZAR
MBJRI08,92.18620959,24.61066051,1012.1,3.0,MBJRI,0.33,,High LTE traffic.Throughput<5 Mbps,Sonarupa T.E.,SYLHET,PURBA JURI,JURI,MAULVIBAZAR
MBJRI10,92.16077959,24.55890052,3949.5,4.5,MBJRI,0.33,,High LTE traffic.Throughput<5 Mbps,Gowalbari Bazar_Relocation,SYLHET,GOALBARI,JURI,MAULVIBAZAR
MBJRI11,92.13573959,24.50152052,6199.6,4.4,MBJRI,0.33,,High LTE traffic.Throughput<5 Mbps,Kolabari Bazar_Reloc,SYLHET,SAGARNAL,JURI,MAULVIBAZAR
MBJRI14,92.1485,24.462,2548.7,3.3,MBJRI,0.33,,High LTE traffic.Throughput<5 Mbps,Poltoli Bosti_Fultala,SYLHET,FULTALA,JURI,MAULVIBAZAR
MBJRI15,92.1157,24.5979,15461.2,4.1,MBJRI,0.33,,High LTE traffic.Throughput<5 Mbps,Kaminiganj_Jaifarnagar,SYLHET,JAIFARNAGAR,JURI,MAULVIBAZAR
FNDGN01,91.30911,22.9397,16442.2,8.3,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Dagonbhuiyan_Warid,NOAKHALI,DAGANBHUIYAN PAURASHAVA,DAGANBHUIYAN,FENI METRO
FNDGN02,91.33671859,22.97977653,10765.0,6.2,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Silonia,NOAKHALI,JAILASHKARA,DAGANBHUIYAN,FENI METRO
FNDGN03,91.33272959,22.95753052,12459.8,8.0,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Beker_Bazar,NOAKHALI,MATHU BHUIYAN,DAGANBHUIYAN,FENI METRO
FNDGN06,91.29997159,22.93527952,20905.3,7.1,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Daggonbhuiyan2,NOAKHALI,DAGANBHUIYAN PAURASHAVA,DAGANBHUIYAN,FENI METRO
FNDGN07,91.27352695,22.901382,8280.4,7.2,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Dudmukha,NOAKHALI,YAKUBPUR,DAGANBHUIYAN,FENI METRO
FNDGN08,91.31024877,22.98450032,7013.8,6.9,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Gazaria2,NOAKHALI,PURBA CHANDRAPUR,DAGANBHUIYAN,FENI METRO
FNDGN10,91.275165,23.00764,5775.5,8.5,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Koraish_Munshi_Bazar,NOAKHALI,RAJAPUR,DAGANBHUIYAN,FENI METRO
FNDGN12,91.28103259,22.93927553,11338.1,6.3,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Tulatuli_Bazar,NOAKHALI,RAMNAGAR,DAGANBHUIYAN,FENI METRO
FNDGN13,91.34539959,22.99310052,7053.9,6.6,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Joylaskar,NOAKHALI,JAILASHKARA,DAGANBHUIYAN,FENI METRO
FNDGN15,91.30854559,22.91754553,5440.4,6.4,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Somi Bhuiyar Hat,NOAKHALI,DAGANBHUIYAN,DAGANBHUIYAN,FENI METRO
FNDGN17,91.30316559,22.96025053,6117.1,8.3,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Hasan Ganipur land,NOAKHALI,PURBA CHANDRAPUR,DAGANBHUIYAN,FENI METRO
FNDGN19,91.30391659,22.93661152,17009.5,6.9,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,RB plaza,NOAKHALI,DAGANBHUIYAN PAURASHAVA,DAGANBHUIYAN,FENI METRO
FNDGN20,91.27697159,22.98525052,9251.9,7.8,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Vobanipur,NOAKHALI,RAJAPUR,DAGANBHUIYAN,FENI METRO
FNDGN24,91.29818959,22.93779052,1252.3,3.4,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Daggonbhuiyan3,NOAKHALI,RAMNAGAR,DAGANBHUIYAN,FENI METRO
FNDGN32,91.33010959,22.94824053,2010.1,7.3,FNDGN,0.33,7.39,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Mathu Bhuyain Bazar,NOAKHALI,MATHU BHUIYAN,DAGANBHUIYAN,FENI METRO
SYGWN01,91.98297485,25.09255029,9074.6,4.8,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Gowainghat,SYLHET,PASCHIM JAFLONG,GOWAINGHAT,SYLHET METRO
SYGWN02,92.01764096,25.1709137,18141.5,5.7,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Jaflong,SYLHET,PURBA JAFLONG,GOWAINGHAT,SYLHET METRO
SYGWN03,92.07289205,25.03588433,5020.0,3.3,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Bagher_Saraker_bazar_land_55m,SYLHET,ALIRGAON,GOWAINGHAT,SYLHET METRO
SYGWN04,91.99813849,25.14327829,9012.6,4.3,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Radhanagar,SYLHET,PURBA JAFLONG,GOWAINGHAT,SYLHET METRO
SYGWN07,91.82922182,25.02094495,1466.9,2.9,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Salutikor_Sylhet_GP,SYLHET,RANIKHAI DAKSHIN,GOWAINGHAT,SYLHET METRO
SYGWN10,91.9473996,25.13550051,2698.2,2.9,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Aharkandi_32mLand,SYLHET,PASCHIM JAFLONG,GOWAINGHAT,SYLHET METRO
SYGWN11,92.0533996,25.17670051,3591.6,4.0,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Naljuri_Tamabil,SYLHET,PURBA JAFLONG,GOWAINGHAT,SYLHET METRO
SYGWN12,91.8875546,25.1479727,12044.8,4.8,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Rustampur_GP,SYLHET,RUSTAMPUR,GOWAINGHAT,SYLHET METRO
SYGWN13,92.0546196,25.08442051,3291.7,3.3,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Alirgaon,SYLHET,ALIRGAON,GOWAINGHAT,SYLHET METRO
SYGWN14,91.9602396,25.00089051,1431.7,3.3,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Bangla Bazar_Airtel,SYLHET,FATEHPUR,GOWAINGHAT,SYLHET METRO
SYGWN15,92.0083096,25.05124051,1341.9,2.6,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Jatabha,SYLHET,LENGURA,GOWAINGHAT,SYLHET METRO
SYGWN16,91.8719896,25.07197051,3091.7,3.7,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Towakul Bazar,SYLHET,TOWAKUL,GOWAINGHAT,SYLHET METRO
SYGWN17,91.9459796,25.16441051,3683.2,3.8,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Aharkandi_2,SYLHET,PASCHIM JAFLONG,GOWAINGHAT,SYLHET METRO
SYGWN18,91.89666627,25.09583384,1726.3,3.0,SYGWN,0.32,,High LTE traffic.Throughput<5 Mbps,Bangobirbazar_Reloc,SYLHET,RUSTAMPUR,GOWAINGHAT,SYLHET METRO
KUSDR02,89.1510646,23.7231565,6390.2,5.3,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Islamic_University,KUSHTIA,HARINARAYANPUR,KUSHTIA SADAR,KUSHTIA
KUSDR03,89.13514828,23.9064102,8103.7,3.7,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Alo_Bhaban,KUSHTIA,KUSHTIA PAURASHAVA,KUSHTIA SADAR,KUSHTIA
KUSDR05,89.14744404,23.89216717,4629.7,22.9,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Horishankarpur,KUSHTIA,KUSHTIA PAURASHAVA,KUSHTIA SADAR,KUSHTIA
KUSDR08,89.13521071,23.90639494,680.5,4.6,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Kustia CC,KUSHTIA,KUSHTIA PAURASHAVA,KUSHTIA SADAR,KUSHTIA
KUSDR10,89.10872,23.79154,2255.6,4.7,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Bittipara_GP,KUSHTIA,UJANGRAM,KUSHTIA SADAR,KUSHTIA
KUSDR14,89.1285746,23.89376249,5865.8,4.2,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Jailkhana morh,KUSHTIA,KUSHTIA PAURASHAVA,KUSHTIA SADAR,KUSHTIA
KUSDR20,89.1318496,23.9003805,4840.2,3.1,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Tali Para,KUSHTIA,KUSHTIA PAURASHAVA,KUSHTIA SADAR,KUSHTIA
KUSDR22,89.0898096,23.74607049,1921.4,5.0,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Paschim Abdulpur,KUSHTIA,ABDULPUR,KUSHTIA SADAR,KUSHTIA
KUSDR23,88.9994186,23.76521649,1239.6,4.5,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Gosain Durgapur_Airtel,KUSHTIA,GOSIND DURGAPUR,KUSHTIA SADAR,KUSHTIA
KUSDR24,89.0694996,23.8695005,2997.8,4.8,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Jogoti_BL,KUSHTIA,BATTAIL,KUSHTIA SADAR,KUSHTIA
KUSDR25,89.0221796,23.79694049,1770.1,4.3,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Mazila Bazar,KUSHTIA,PAITKABARI,KUSHTIA SADAR,KUSHTIA
KUSDR26,89.1113226,23.91350649,2767.7,3.9,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Jagia_Airtel,KUSHTIA,BARAKHADA,KUSHTIA SADAR,KUSHTIA
KUSDR27,89.1037866,23.91790249,1530.7,4.1,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Jugia Palpara_BL,KUSHTIA,BARAKHADA,KUSHTIA SADAR,KUSHTIA
KUSDR29,89.1255296,23.89894049,7385.8,3.6,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Peara Tola,KUSHTIA,KUSHTIA PAURASHAVA,KUSHTIA SADAR,KUSHTIA
KUSDR30,89.1197296,23.8933305,3089.1,4.0,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Kushtia Jail Road,KUSHTIA,MAZAMPUR,KUSHTIA SADAR,KUSHTIA
KUSDR31,89.1387596,23.8984205,4235.5,3.6,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Kushtia Town,KUSHTIA,KUSHTIA PAURASHAVA,KUSHTIA SADAR,KUSHTIA
KUSDR32,89.1532196,23.8988005,2481.7,3.6,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Lalan shah Road,KUSHTIA,CHAPRA,KUSHTIA SADAR,KUSHTIA
KUSDR33,89.1421796,23.9053605,3120.9,4.3,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Kushtia Rail Station Road,KUSHTIA,KUSHTIA PAURASHAVA,KUSHTIA SADAR,KUSHTIA
KUSDR35,89.1282,23.90873,5711.8,3.4,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Kustia Thana Para,KUSHTIA,KUSHTIA PAURASHAVA,KUSHTIA SADAR,KUSHTIA
KUSDR36,89.0667096,23.8294005,1630.3,4.8,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Dhahokula Bazar__Reloc,KUSHTIA,ALAMPUR,KUSHTIA SADAR,KUSHTIA
KUSDR41,89.0911,23.8802,2297.7,4.5,KUSDR,0.32,5.03,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Bottail,KUSHTIA,BATTAIL,KUSHTIA SADAR,KUSHTIA
KSBRB01,90.98720309,24.04421962,27360.6,15.6,KSBRB,0.31,7.91,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Bhairab,MYMENSINGH,BHAIRAB PAURASHAVA,BHAIRAB,BHAIRAB
KSBRB02,90.97259015,24.06894619,9870.1,3.9,KSBRB,0.31,7.91,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Bhairabpur,MYMENSINGH,SHIBPUR,BHAIRAB,BHAIRAB
KSBRB03,90.98065232,24.05577147,14864.2,17.7,KSBRB,0.31,7.91,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Bhairab_Bus_Stand,MYMENSINGH,BHAIRAB PAURASHAVA,BHAIRAB,BHAIRAB
KSBRB04,90.98476162,24.04885539,6044.2,4.9,KSBRB,0.31,7.91,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Latif_Road,MYMENSINGH,BHAIRAB PAURASHAVA,BHAIRAB,BHAIRAB
KSBRB05,90.99315167,24.05238739,14149.4,18.5,KSBRB,0.31,7.91,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Bhairab_Feri_Ghat,MYMENSINGH,BHAIRAB PAURASHAVA,BHAIRAB,BHAIRAB
KSBRB07,90.92788848,24.10530607,2020.0,4.5,KSBRB,0.31,7.91,High LTE traffic.10 Mbps<=Throughput<= 5Mbps,Akbarnagar_Warid,MYMENSINGH,KALIKA PRASAD,BHAIRAB,BHAIRAB
