long,lat,y
91.79949959,22.33341721,12270.1
91.81005514,22.33922276,9812.8
91.82663847,22.32561164,5887.2
91.80091626,22.32686164,9332.8
91.81705458,22.33813954,7748.6
91.81601053,22.3355125,15302.9
91.81981034,22.33280329,8873.4
91.80961058,22.31794453,9452.7
91.82147181,22.32813942,8216.5
91.81032558,22.32748054,7354.5
91.81749959,22.33111153,12027.0
91.81063847,22.32741721,994.0
91.81602959,22.32663053,726.5
91.814667,22.327472,3452.8
91.81736068,22.32208387,9883.4
91.80269359,22.34519453,6803.1
91.81213858,22.32450053,311.4
91.81338858,22.33888954,4311.7
91.81205558,22.32786154,8458.1
91.82258292,22.33113942,6678.8
91.81405559,22.32817253,782.4
91.81466659,22.32747254,388.7
91.81279722,22.322575,348.6
91.81816959,22.32687053,7474.8
91.80438,22.32649,16960.3
91.814989,22.325317,53.1
91.81145958,22.32308754,93.0
91.81262,22.328000000000007,2191.8
91.81106759,22.32702654,4313.7
91.79665958,22.34451053,10050.6
91.80610959,22.32325053,3529.0
91.79735,22.33201,12511.4
91.8119,22.32,8636.9
91.8175,22.3281,7820.9
91.8178,22.3239,5123.7
91.8285,22.3298,10019.2
91.8222,22.3252,6497.8
91.8146,22.3267,5555.1
91.799,22.3246,6797.9
91.792,22.328000000000007,9610.6
91.8143,22.3342,11142.4
91.7971,22.3154,6667.5
91.8023,22.33177,8678.7
91.85341,22.37885,16966.5
91.84601298,22.36986765,7608.3
91.84542723,22.37614148,9253.1
91.87541626,22.3963061,13386.9
91.84711696,22.36433819,13982.9
91.85167319,22.36175993,7574.3
91.85731189,22.38365087,11702.2
91.85142737,22.37281473,9845.9
91.86431614,22.39186601,13370.8
91.85037246,22.36762225,11476.7
91.85829045,22.36723553,15976.6
91.88264968,22.40711491,15069.5
91.86830958,22.37902053,6616.3
91.86959546,22.39003306,12103.5
91.86458292,22.38411164,8060.8
91.87666625,22.40147276,15799.3
91.88054126,22.39700053,15780.5
91.84316625,22.36827831,11354.7
91.86930514,22.4003061,10372.2
91.84924958,22.37880609,15414.0
91.8753607,22.39202832,10518.1
91.86108292,22.38844497,9094.8
91.84599959,22.37350053,8573.0
91.86198999,22.35775053,5036.4
91.84855559,22.36875053,11174.1
91.85172179,22.37580613,10425.7
91.84938859,22.38383354,11947.8
91.86855559,22.39400054,8764.8
91.86041659,22.38508353,6952.7
91.86422158,22.36841754,6299.1
91.84655514,22.36679776,12726.6
91.84699959,22.36108386,8570.2
91.8547218,22.36947276,4448.9
91.86013847,22.37911164,12550.7
91.84291629,22.37119494,15095.0
91.86913847,22.38619498,4491.8
91.86658158,22.38119553,4168.4
91.86266626,22.38530609,5614.7
91.87504958,22.38713053,3938.0
91.85096959,22.38142053,8920.0
91.87265958,22.39504054,11159.2
91.86438959,22.38188053,3205.0
91.84430958,22.36163053,11984.9
91.84562959,22.37908053,7884.7
91.85240958,22.39016053,4974.4
91.85123958,22.36501053,9247.4
91.84384958,22.38191053,9406.1
91.866,22.3939,8341.6
91.8714,22.3872,146.2
91.8496,22.3596,10868.5
91.8458,22.3718,6962.6
91.8546,22.3732,7689.1
91.8472,22.3821,2126.5
91.8517,22.3698,4995.6
91.8793,22.4029,7252.8
91.82552958,22.36604053,8840.2
91.84039511,22.36689183,10726.0
91.83960959,22.37243053,17385.7
91.83050953,22.36915141,6111.0
91.83225994,22.36537013,6563.9
91.83654005,22.3645066,13089.6
91.82888847,22.3679172,3474.9
91.83545876,22.3695935,15340.0
91.83267851,22.38159653,12973.4
91.82359908,22.38950709,10790.4
91.82320373,22.37295569,10099.5
91.83969403,22.37688943,10949.8
91.82189953,22.36187455,3570.6
91.8244718,22.36927832,11282.4
91.84341625,22.36475053,12420.5
91.82211069,22.37666721,8334.2
91.82764403,22.36099776,7803.2
91.82227737,22.36066721,9531.1
91.83622181,22.37336164,10290.3
91.82894403,22.37288942,1822.7
91.84038848,22.36922275,17140.9
91.83563848,22.36688943,8048.3
91.83331,22.3726,13609.1
91.83052737,22.37877831,10698.2
91.83744403,22.37075053,8159.7
91.83672179,22.37677833,11366.4
91.82694402,22.36183386,3410.7
91.83328,22.36486,6371.4
91.829652,22.36613,9045.3
91.82713847,22.36136997,3933.6
91.83013958,22.37642053,15097.5
91.82477959,22.37901053,4893.9
91.83293959,22.36892053,5306.8
91.83733258,22.36802854,9365.5
91.83347158,22.37041753,5822.4
91.84054958,22.36361054,9456.0
91.81511959,22.37350053,9171.6
91.83124959,22.37090053,3955.2
91.82381959,22.36407054,9837.3
91.82838959,22.38114053,7231.9
91.83219958,22.36760053,10019.6
91.83305959,22.37740053,17412.3
91.81525,22.378120000000006,8396.0
91.83827958,22.37468054,9521.2
91.82360958,22.37529053,9779.5
91.82278959,22.37070054,8377.9
91.82389959,22.35940054,8677.8
91.82619,22.36806,1506.7
91.82778958,22.36001054,5707.4
91.82566,22.36211,7688.5
91.82847,22.36572,5143.0
91.8206,22.3684,11176.9
91.8424,22.3661,2889.6
91.81833,22.36999,5743.8
91.83008,22.36094,1422.8
91.83336,22.36566,1002.6
91.84213,22.36223,6874.3
91.86756939,22.41959333,18968.3
91.82302737,22.44227832,12273.5
91.79756745,22.56003759,14835.7
91.78567859,22.4713998,3868.1
91.79440427,22.60067945,9778.1
91.82056774,22.41961919,17261.2
91.81462075,22.50340144,27378.1
91.80354432,22.51637222,11128.4
91.82042849,22.43153271,16516.6
91.86653331,22.40356137,17293.1
91.80720097,22.4980445,21170.7
91.7951786,22.48095542,20048.6
91.81473747,22.45989978,9157.7
91.80143004,22.53612038,9580.6
91.83948848,22.49641997,10630.2
91.79291626,22.6289172,20510.6
91.86755237,22.40947275,5153.6
91.82416626,22.47138664,6657.4
91.84255515,22.41925053,1352.1
91.80994402,22.4221672,1105.8
91.80536069,22.41336164,655.2
91.80891659,22.44388953,6570.0
91.79588848,22.61661164,16145.0
91.79461059,22.58386154,3255.9
91.86258291,22.4199172,10523.9
91.79836058,22.54602853,6283.2
91.79749958,22.50077831,15767.0
91.80783292,22.471306100000003,17347.2
91.8133,22.3949,10802.5
91.80501959,22.51088053,13255.0
91.81216659,22.49841754,12768.5
91.81911059,22.44488953,5178.0
91.79254059,22.55426953,4110.8
91.82396958,22.50365053,5764.1
91.80880558,22.50266753,18494.6
91.824695,22.48756,10278.0
91.82419959,22.45398053,10371.2
91.78771958,22.46806053,3757.6
91.78690959,22.53863053,3311.0
91.79580959,22.51488053,10047.0
91.80629061,22.5045138,17382.6
91.816,22.469,887.2
91.97200601,21.44253871,25416.2
92.02396958,21.42632054,17863.1
91.97811275,21.42742534,21646.0
91.98066658,21.42080654,18161.8
91.96811463,21.44843232,8907.8
91.97411069,21.43916721,13952.5
91.97592643,21.44490257,32152.6
91.99195151,21.40439889,12532.7
91.98506058,21.43645954,20678.5
91.98388014,21.44511165,36314.6
92.067412,21.553611,39069.2
91.97580958,21.44361055,4613.0
91.96893,21.44135,14001.4
91.97391658,21.42819454,12991.8
91.97444402,21.44322277,17521.6
91.96752758,21.45255655,13595.1
92.01336058,21.42477855,14793.8
91.98408958,21.43070054,40.3
91.95763958,21.45375054,7319.7
91.98209,21.44192,20545.8
91.967348,21.45764,9004.9
91.980586,21.424162,15750.4
91.9808,21.4426,20346.8
92.0218,21.4263,7222.0
91.8474277,22.35842371,13292.1
91.8495077,22.33447355,4055.4
91.85212,22.3459,13012.6
91.85006704,22.34087298,10449.9
91.8442346,22.35467033,16717.2
91.85484221,22.33753735,11155.9
91.84240237,22.3447311,13083.9
91.84778691,22.34422617,12095.7
91.85512292,22.34956245,15284.4
91.85201453,22.35445454,8193.5
91.84298642,22.34822985,16989.2
91.85876453,22.35191865,12614.9
91.8680915,22.36575952,7857.5
91.86670362,22.35723156,12182.2
91.84770032,22.35241861,10361.1
91.8565947,22.35961768,12176.9
91.84974959,22.33094498,10715.5
91.85047181,22.33775054,9508.1
91.84716625,22.3391672,9585.2
91.84711069,22.34877832,10714.5
91.84724959,22.33347276,8224.8
91.84088847,22.35605609,6845.5
91.85147179,22.35094494,10550.2
91.84519403,22.3434172,14310.1
91.85183292,22.35780609,12756.6
91.85497159,22.33261154,7551.6
91.84374959,22.35175053,11583.5
91.84774959,22.33041754,6279.1
91.84833958,22.35568053,15215.5
91.85115959,22.33252053,7375.5
91.86868958,22.36239053,4474.3
91.86545959,22.36170054,5329.4
91.8439,22.3571,9410.1
91.8536,22.3598,6208.1
91.82670374,22.40384695,10668.9
91.8256263,22.39331567,16342.3
91.8180153,22.40895069,13695.6
91.82664587,22.38522944,5671.5
91.81326439,22.38378615,9995.9
91.82026,22.3974,20535.6
91.81106345,22.37875669,6851.1
91.80703974,22.37681215,8192.8
91.82264509,22.40248063,9235.5
91.81729278,22.37945263,6287.4
91.84120004,22.40934401,12052.3
91.80570644,22.3862599,7375.5
91.81867579,22.40550491,17476.1
91.83226369,22.38942521,15941.9
91.8438607,22.38869498,13239.3
91.83323958,22.39587054,10891.3
91.82729759,22.39867953,18807.0
91.81663847,22.39127831,12422.4
91.83577736,22.3918061,4476.1
91.82561059,22.40997253,4629.9
91.83447158,22.40305613,12278.2
91.8224718,22.39375054,12889.7
91.82080559,22.38769453,10551.8
91.81194359,22.39105653,4841.6
91.81352959,22.38067053,8145.7
91.808262,22.380321,10158.4
91.82717958,22.38889054,5994.3
91.82032959,22.39512053,8402.8
91.80384959,22.38243053,3812.8
91.82435959,22.38323053,2939.7
91.80372959,22.37394054,7139.9
91.80199,22.40106,5891.5
91.809037,22.372423,4687.3
91.8256,22.3877,4508.9
91.8069,22.403,9338.9
91.8178,22.4397,4124.2
91.821092,22.380307,13271.7
91.390692,23.007941,11104.3
91.39944359,23.00980652,10607.0
91.37066359,23.01950453,9823.7
91.40602459,23.02838352,15793.1
91.36127925,23.05969556,4770.8
91.45771659,22.99236453,9707.4
91.42485517,23.03741953,8517.3
91.40082759,23.01380652,10339.5
91.462046,22.949024,10991.1
91.40799482,23.01071722,2705.5
91.39741559,23.00446953,7101.8
91.390278,23.009528,920.7
91.388751,23.012888,8821.0
91.37624559,23.03803053,7593.6
91.40340859,23.00747453,6380.4
91.36974759,22.98922253,8670.2
91.40783259,23.01622453,8492.5
91.39374259,23.01557652,14360.3
91.37972159,23.00919353,16538.6
91.41274959,22.98569453,8384.1
91.36967459,23.01000052,11018.5
91.38469359,23.00590053,8993.5
91.34663859,23.04144452,5933.2
91.394638,23.011056,10205.2
91.40158259,23.02391752,15778.9
91.39791559,23.00791652,12478.3
91.39033159,22.98597252,7068.3
91.38105459,23.01630552,12675.0
91.47513759,22.97522252,121.3
91.3696107,22.9699172,4732.9
91.38477759,23.00944452,12338.0
91.42380559,23.02058353,6627.0
91.39733259,23.00988952,1479.8
91.477972,22.996112,9312.8
91.40311059,23.01127853,4647.1
91.398418,23.010614,687.5
91.36574959,23.04918052,11466.1
91.39866659,23.00936153,2975.5
91.34963959,23.06828052,1493.3
91.39325959,23.00728053,7801.4
91.35733959,23.01854052,9994.8
91.39979959,23.01359052,2280.0
91.40567,23.00024,13731.4
91.4012,23.0089,617.8
91.4068,23.0122,4865.2
91.374,23.0235,4651.9
91.3973,23.0168,12843.8
91.3897,23.0096,6676.1
91.4025,22.9956,5472.0
91.7876,22.2732,14469.1
91.7905857,22.25525053,8998.0
91.82642457,22.25111316,16947.2
91.79828623,22.26920008,14004.1
91.77723809,22.30153519,9572.6
91.79342689,22.25981488,9072.8
91.81247986,22.23739011,16975.1
91.79534299,22.24906159,21864.6
91.78276498,22.27975282,18825.2
91.81815458,22.24100848,6350.5
91.78131897,22.28648065,8693.9
91.77842835,22.26836577,17162.6
91.78908359,22.26693954,4723.1
91.77743959,22.28120054,9909.1
91.78555515,22.27775053,16555.8
91.80724959,22.26044498,16085.8
91.79455515,22.23988943,11128.5
91.78260514,22.27608386,8266.0
91.77327736,22.29636164,6094.0
91.77199958,22.28575054,4660.3
91.79032959,22.26280053,8431.6
91.79444398,22.27011163,5237.6
91.78347158,22.27294453,6374.5
91.82099959,22.24777853,15296.7
91.77672158,22.28580654,5489.4
91.77205515,22.29283386,2979.6
91.78210958,22.29361053,5950.2
91.77820058,22.27624053,5064.3
91.82908,22.26534,2521.8
91.78177958,22.28832053,10389.2
91.78413959,22.26820054,15846.2
91.8011,22.2298,9369.2
91.77459959,22.27833053,8726.4
91.78323959,22.28550054,8110.2
91.79858959,22.26628054,7202.3
91.81440159,22.24516454,4513.3
91.82986,22.25716,11316.8
91.78739958,22.27090053,1972.1
91.7869,22.2574,12294.0
91.8016,22.2595,9496.7
91.7853,22.2698,11018.0
91.79905515,22.31448942,13611.9
91.78254958,22.29455053,12533.0
91.78278588,22.31664389,13293.8
91.78592668,22.28338965,3887.9
91.77707118,22.30734215,7580.7
91.78315474,22.30878793,1912.9
91.78453564,22.29050636,8713.8
91.7879,22.3148,14887.9
91.7901817,22.29422489,9909.0
91.79025959,22.28766897,11511.3
91.79162282,22.30047745,11786.2
91.78439624,22.2987886,11576.2
91.78583015,22.28763943,8115.6
91.7826107,22.30447275,7641.4
91.77833292,22.31938942,15509.3
91.77619403,22.31275053,13068.9
91.78836069,22.31050053,5075.7
91.78802736,22.3026672,7319.7
91.78661058,22.29508354,11523.2
91.78788848,22.29991721,9757.2
91.79116628,22.30472273,13632.5
91.78088019,22.30008383,8258.0
91.79111069,22.30794493,6824.1
91.79147159,22.28405554,6240.7
91.78054258,22.29238754,4427.9
91.78495959,22.29674054,7677.6
91.79324958,22.31566753,9614.8
91.78253558,22.29350654,1152.4
91.78677959,22.29281053,5508.9
91.78382159,22.28679853,885.2
91.78717959,22.28904053,12912.5
91.7888,22.3242,14584.7
91.78756,22.30641,11845.5
91.7799,22.3044,7554.1
91.77718,22.29221,4391.9
91.7784,22.2968,3915.3
91.7787,22.285,2557.1
91.7858,22.3038,4546.7
91.7739,22.2769,3225.5
91.7837,22.2743,6556.8
91.7855,22.308000000000003,8020.6
91.7841,22.2878061,11545.2
91.80982959,22.36358054,7746.9
91.8182339,22.35072537,12380.3
91.81715022,22.36294823,10199.5
91.79370626,22.36086967,10066.9
91.8190688,22.34728081,12772.6
91.82084673,22.36451076,11256.3
91.79826343,22.36394761,10495.8
91.81934524,22.35598165,7947.4
91.821567,22.351332,11791.0
91.80859171,22.35186531,4970.1
91.78409558,22.37481954,11253.1
91.80826098,22.3553677,8174.6
91.81736829,22.35781001,10544.9
91.81534,22.37,8917.4
91.81269402,22.34988942,7460.1
91.81030515,22.36736165,1762.4
91.81908291,22.36061165,5367.5
91.81691625,22.36647276,7858.7
91.79358291,22.36444497,6145.5
91.78313847,22.37033387,8015.9
91.81244402,22.35783386,3646.7
91.80928459,22.34809554,9464.9
91.81580515,22.34930609,6531.2
91.77961069,22.37644497,16759.2
91.80449959,22.35808386,6592.9
91.81944959,22.34756054,1532.8
91.81313847,22.3621672,4866.4
91.81252759,22.37175053,3280.1
91.81486058,22.34277854,6226.6
91.78613959,22.36746054,1113.1
91.81505959,22.35593053,6077.6
91.80132958,22.36233053,5303.8
91.81945958,22.36681054,18882.6
91.78398958,22.37658053,8460.5
91.79816,22.36278,4713.4
91.81438958,22.36091053,9424.6
91.80302,22.36408,9008.9
91.81606,22.35242,8589.7
91.809475,22.359358,12060.8
91.811315,22.35553,3886.0
91.8019,22.3661,5968.1
91.7822,22.3749,3266.7
90.71996598,23.92160844,13285.5
90.67468696,23.85060517,12121.6
90.66291265,23.88818965,13160.8
90.68709997,23.90824428,11586.7
90.72168818,23.93316248,15922.0
90.72078959,23.92626051,10076.9
90.70446295,23.9325542,15091.6
90.71265419,23.92471377,13410.9
90.66071643,23.83168853,5526.7
90.74058292,23.88283384,3404.8
90.70511071,23.83394218,8226.9
90.74461111,23.91938889,5072.4
90.68658259,23.83080651,4985.0
90.6248,23.89244,2740.5
90.65397182,23.91733384,2699.4
90.7031666,23.88526451,3955.1
90.70711099,23.92133302,11880.6
90.67150959,23.86028051,6004.8
90.6758,23.8928,5247.3
90.729615,23.926008,16028.7
90.7143,23.91473,6887.1
90.8032266,23.89009551,2485.0
90.75152,23.83405,8866.5
90.67096959,23.82248051,6592.1
90.6787496,23.85515051,3719.0
90.68666,23.86607,3247.5
90.72502,23.92108,8245.2
90.71092,23.93615,8680.4
90.71393,23.91957,8875.4
90.71733,23.93396,12447.9
90.67283,23.85235,9928.9
90.70795,23.92565,5941.0
90.67282,23.843870000000006,10102.3
90.63731,23.892570000000006,3750.5
90.66881759,23.87032745,12432.3
91.79945259,22.33958553,13293.8
91.79292506,22.34442381,10438.8
91.78457014,22.33933912,7576.1
91.79077758,22.33077853,7594.3
91.79006272,22.33741998,2845.9
91.79434059,22.33447993,7092.8
91.79029135,22.34131491,7653.6
91.78276508,22.34820503,7787.0
91.78515248,22.34498007,7883.3
91.77830514,22.34461997,13677.5
91.78537035,22.32650921,6210.9
91.77316626,22.34930609,7224.8
91.77344403,22.3286672,9801.6
91.78247181,22.33030609,5696.4
91.78124959,22.34227833,9324.8
91.77156,22.3418,8230.9
91.78455515,22.33650054,6904.3
91.79019358,22.33377853,5855.4
91.78797158,22.32891754,6417.2
91.77805558,22.34813953,6689.6
91.79475959,22.34142053,6337.2
91.79275958,22.33279054,6576.7
91.78668959,22.33810053,6558.1
91.78231,22.339161,8966.0
91.77561,22.338771,17429.4
91.78814,22.3429,15826.2
91.78746,22.332701,10766.1
91.77482,22.33634,10507.9
91.7797,22.3417,6762.4
91.7815,22.3449,8145.2
91.788,22.3364,4621.2
91.7759,22.3488,5033.8
91.7765,22.3304,5123.6
91.7773,22.3385,6207.8
91.7708,22.3358,4292.1
91.7701,22.3469,3718.9
91.75137459,22.40367238,7813.6
91.73521063,22.44456489,13488.0
91.72131801,22.4783193,17367.7
91.76251679,22.38600825,10127.4
91.74320512,22.42751003,10488.7
91.71162557,22.51228637,11595.8
91.75588848,22.41202831,11108.4
91.63463848,22.65805609,4712.1
91.76688848,22.37900054,9625.5
91.72213847,22.49280609,10269.9
91.7503607,22.43152831,4202.7
91.66688848,22.62247275,2240.8
91.75674958,22.39933386,5752.9
91.73905359,22.43683353,11091.9
91.65513858,22.62486153,4507.9
91.64292959,22.64249053,6468.6
91.70188859,22.52755653,10982.3
91.74702758,22.42425053,20718.7
91.66230515,22.60997275,3144.0
91.72808292,22.47125054,2385.8
91.63013848,22.67372275,2077.0
91.70663848,22.5081672,6581.4
91.67863847,22.54644497,2367.5
91.78669959,22.39280053,5721.1
91.71305958,22.49912053,18141.6
91.72990959,22.46228054,7003.0
91.73647159,22.43961153,6523.8
91.76172179,22.39169493,8437.5
91.65952759,22.62180653,19766.7
